request_title,category,subcategory,urgency_level,priority_label,estimated_people_affected,location_city,location_state,deadline_hours,required_skills,required_items,volunteers_needed,is_medical_emergency,is_disaster_related,transport_required,contact_preference,task_type,effort_level,min_experience_level,shift_type,need_type,family_count,children_involved,elderly_involved,request_description
Elderly Care Support – Kochi,elderly_care,care_home_support,medium,Medium,0,Kochi,Kerala,48,counseling|medical,,50,0,0,0,whatsapp,care_home_support,medium,beginner,any,care_home_support,0,0,1,Elderly care home in Kochi needs 50 volunteers for daily assistance and companionship
Elderly Care Support – Patna,elderly_care,care_home_support,medium,Medium,0,Patna,Bihar,48,counseling|medical,,30,0,0,0,email,care_home_support,medium,beginner,any,care_home_support,0,0,1,Elderly care home in Patna needs 30 volunteers for daily assistance and companionship. Situation is this week.
Animal Welfare Help – Nashik,animal_welfare,shelter_support,low,Low,0,Nashik,Maharashtra,72,,,200,0,0,0,email,shelter_support,medium,beginner,any,shelter_support,0,0,0,Animal shelter in Nashik needs 200 volunteers for feeding and care. Situation is no rush.
Disaster Relief Support – Coimbatore,disaster_relief,cyclone_relief,critical,Critical,200,Coimbatore,Tamil Nadu,6,,food|shelter|blankets,0,0,1,1,phone,cyclone_relief,medium,beginner,any,cyclone_relief,50,0,0,Cyclone affected 50 families in Coimbatore need immediate shelter and food. Urgent help needed in 6 hours. Situation is emergency.
Childcare Support – Lucknow,childcare,childcare_support,medium,Medium,150,Lucknow,Uttar Pradesh,48,teaching|counseling,,15,0,0,0,email,childcare_support,medium,beginner,any,childcare_support,0,1,0,Childcare support needed at relief camp in Lucknow for 150 children while parents work. Situation is tomorrow.
Water & Sanitation Help – Indore,water_sanitation,sanitation,high,High,0,Indore,Madhya Pradesh,4,cleanup,,50,0,1,0,phone,sanitation,medium,beginner,any,sanitation,0,0,0,Sanitation drive needed at flood relief camp in Indore. 50 volunteers required immediately
Disaster Relief Support – Jaipur,disaster_relief,earthquake_relief,critical,Critical,75,Jaipur,Rajasthan,4,,food|medicine|first_aid,0,1,1,1,whatsapp,earthquake_relief,medium,beginner,any,earthquake_relief,0,0,0,Earthquake relief camp in Jaipur. 75 survivors need medical aid and food within 4 hours. Situation is immediately.
Disaster Relief Support – Lucknow,disaster_relief,cyclone_relief,critical,Critical,600,Lucknow,Uttar Pradesh,72,,food|shelter|blankets,0,0,1,1,whatsapp,cyclone_relief,medium,beginner,any,cyclone_relief,150,0,0,Cyclone affected 150 families in Lucknow need immediate shelter and food. Urgent help needed in 72 hours
Shelter Support – Lucknow,shelter,temporary_shelter,high,High,300,Lucknow,Uttar Pradesh,72,,tarpaulin|blankets,15,0,1,0,phone,temporary_shelter,medium,beginner,any,temporary_shelter,75,0,0,Need to set up temporary shelter for 75 displaced families in Lucknow. Volunteers needed urgently
Shelter Support – Jaipur,shelter,temporary_shelter,high,High,600,Jaipur,Rajasthan,6,,tarpaulin|blankets,30,0,1,0,phone,temporary_shelter,medium,beginner,any,temporary_shelter,150,0,0,Need to set up temporary shelter for 150 displaced families in Jaipur. Volunteers needed urgently. Situation is tonight.
Education Volunteer Request – Nagpur,education,tutoring,low,Low,0,Nagpur,Maharashtra,168,teaching,,100,0,0,0,email,tutoring,medium,regular,any,tutoring,0,1,0,Need 100 volunteer teachers for free coaching classes for underprivileged children in Nagpur. Situation is no rush.
Food Distribution Need – Indore,food_relief,community_kitchen,medium,Medium,0,Indore,Madhya Pradesh,48,food_distribution,,100,0,0,0,email,community_kitchen,medium,beginner,any,community_kitchen,0,0,0,Community kitchen in Indore needs 100 volunteers to cook meals for homeless people. Situation is soon.
Food Distribution Need – Bhopal,food_relief,nutrition_support,high,High,50,Bhopal,Madhya Pradesh,48,,nutrition_supplements|food,0,0,0,0,whatsapp,nutrition_support,medium,beginner,any,nutrition_support,0,1,0,Urgent: 50 malnourished children in Bhopal need food supplements and nutrition support. Situation is ASAP.
Education Volunteer Request – Kochi,education,supplies_distribution,low,Low,100,Kochi,Kerala,72,,school_supplies|books,3,0,0,0,email,supplies_distribution,medium,beginner,any,supplies_distribution,0,1,0,Distributing school supplies to 100 children in Kochi. Need 3 volunteers
Mental Health Support – Ahmedabad,mental_health,awareness_camp,low,Low,0,Ahmedabad,Gujarat,72,counseling|teaching,,50,0,0,0,whatsapp,awareness_camp,medium,beginner,weekend,awareness_camp,0,0,0,Mental health awareness camp in Ahmedabad needs 50 volunteer counselors this weekend
Animal Welfare Help – Hyderabad,animal_welfare,animal_rescue,medium,Medium,0,Hyderabad,Telangana,8,rescue|medical,,50,0,1,0,whatsapp,animal_rescue,medium,beginner,any,animal_rescue,0,0,0,Stray animals injured in floods in Hyderabad. Need 50 volunteers for rescue and care. Situation is within 48 hours.
Food Distribution Need – Bhopal,food_relief,food_distribution,high,High,0,Bhopal,Madhya Pradesh,24,food_distribution|logistics,,10,0,0,0,phone,food_distribution,medium,beginner,morning,food_distribution,0,0,0,Need 10 volunteers for food distribution in Bhopal tomorrow morning. Situation is ASAP.
Logistics Volunteer Need – Bengaluru,logistics,medicine_delivery,high,High,0,Bengaluru,Karnataka,8,driving|logistics,,100,1,0,1,email,medicine_delivery,medium,beginner,evening,medicine_delivery,0,0,0,Need 100 volunteers with bikes to deliver medicine in Bengaluru tonight
Animal Welfare Help – Nashik,animal_welfare,shelter_support,low,Low,0,Nashik,Maharashtra,72,,,75,0,0,0,whatsapp,shelter_support,medium,beginner,any,shelter_support,0,0,0,Animal shelter in Nashik needs 75 volunteers for feeding and care
Childcare Support – Mumbai,childcare,orphan_support,high,High,75,Mumbai,Maharashtra,72,counseling|teaching,,15,0,1,0,email,orphan_support,medium,beginner,any,orphan_support,0,1,0,Need volunteers to care for 75 orphaned children in Mumbai disaster relief camp
Education Volunteer Request – Indore,education,supplies_distribution,low,Low,200,Indore,Madhya Pradesh,72,,school_supplies|books,6,0,0,0,whatsapp,supplies_distribution,medium,beginner,any,supplies_distribution,0,1,0,Distributing school supplies to 200 children in Indore. Need 6 volunteers
Mental Health Support – Hyderabad,mental_health,awareness_camp,low,Low,0,Hyderabad,Telangana,72,counseling|teaching,,30,0,0,0,whatsapp,awareness_camp,medium,beginner,weekend,awareness_camp,0,0,0,Mental health awareness camp in Hyderabad needs 30 volunteer counselors this weekend. Situation is next week.
Women Safety Support – Indore,women_safety,shelter_support,high,High,30,Indore,Madhya Pradesh,72,counseling,,0,0,0,0,email,shelter_support,medium,beginner,any,shelter,0,1,0,Safe shelter needed for 30 women and children in Indore escaping domestic violence
Food Distribution Need – Coimbatore,food_relief,ration_distribution,high,High,600,Coimbatore,Tamil Nadu,4,,ration_packets,7,0,0,0,phone,ration_distribution,medium,beginner,any,ration_distribution,150,0,0,Ration distribution for 150 poor families in Coimbatore. Need volunteers in 4 hours. Situation is ASAP.
Cleanup Drive – Visakhapatnam,cleanup,disaster_cleanup,medium,Medium,0,Visakhapatnam,Andhra Pradesh,6,cleanup|logistics,cleaning_supplies,20,0,1,0,email,disaster_cleanup,high,beginner,any,disaster_cleanup,0,0,0,Post-flood cleanup drive in Visakhapatnam. Need 20 volunteers with cleaning equipment. Situation is within 48 hours.
Logistics Volunteer Need – Indore,logistics,patient_transport,high,High,0,Indore,Madhya Pradesh,12,driving,,30,1,0,1,whatsapp,patient_transport,medium,beginner,any,patient_transport,0,0,1,Need 30 car/van volunteers to transport elderly people to hospital in Indore
Mental Health Support – Mumbai,mental_health,awareness_camp,low,Low,0,Mumbai,Maharashtra,72,counseling|teaching,,20,0,0,0,email,awareness_camp,medium,beginner,weekend,awareness_camp,0,0,0,Mental health awareness camp in Mumbai needs 20 volunteer counselors this weekend
Medical Assistance Request – Visakhapatnam,medical,medical_camp,medium,Medium,0,Visakhapatnam,Andhra Pradesh,72,medical,,50,0,0,0,phone,medical_camp,medium,experienced,weekend,medical_camp,0,0,0,Free medical camp in Visakhapatnam needs 50 volunteer doctors and paramedics this weekend
Admin Volunteer Need – Kochi,administration,data_entry,low,Low,0,Kochi,Kerala,168,data_entry,,50,0,0,0,email,data_entry,low,beginner,any,data_entry,0,0,0,Need 50 volunteers for data entry and documentation work for NGO in Kochi. Situation is this month.
Food Distribution Need – Kochi,food_relief,nutrition_support,high,High,150,Kochi,Kerala,48,,nutrition_supplements|food,0,0,0,0,whatsapp,nutrition_support,medium,beginner,any,nutrition_support,0,1,0,Urgent: 150 malnourished children in Kochi need food supplements and nutrition support
Cleanup Drive – Patna,cleanup,community_cleanup,low,Low,0,Patna,Bihar,96,cleanup,,20,0,0,0,phone,community_cleanup,medium,beginner,weekend,community_cleanup,0,0,0,Community cleanliness drive in Patna this Sunday. Need 20 enthusiastic volunteers. Situation is this month.
Childcare Support – Mumbai,childcare,childcare_support,medium,Medium,20,Mumbai,Maharashtra,48,teaching|counseling,,2,0,0,0,whatsapp,childcare_support,medium,beginner,any,childcare_support,0,1,0,Childcare support needed at relief camp in Mumbai for 20 children while parents work
Elderly Care Support – Delhi,elderly_care,home_visits,medium,Medium,90,Delhi,Delhi,72,counseling,,30,0,0,0,phone,home_visits,medium,beginner,any,home_visits,0,0,1,Need 30 volunteers to visit and assist 90 elderly people living alone in Delhi. Situation is within 48 hours.
Disaster Relief Support – Lucknow,disaster_relief,earthquake_relief,critical,Critical,20,Lucknow,Uttar Pradesh,48,,food|medicine|first_aid,0,1,1,1,email,earthquake_relief,medium,beginner,any,earthquake_relief,0,0,0,Earthquake relief camp in Lucknow. 20 survivors need medical aid and food within 48 hours. Situation is life-threatening.
Education Volunteer Request – Ahmedabad,education,tutoring,low,Low,0,Ahmedabad,Gujarat,168,teaching,,10,0,0,0,phone,tutoring,medium,regular,any,tutoring,0,1,0,Need 10 volunteer teachers for free coaching classes for underprivileged children in Ahmedabad. Situation is no rush.
Shelter Support – Patna,shelter,temporary_shelter,high,High,80,Patna,Bihar,24,,tarpaulin|blankets,4,0,1,0,whatsapp,temporary_shelter,medium,beginner,any,temporary_shelter,20,0,0,Need to set up temporary shelter for 20 displaced families in Patna. Volunteers needed urgently
Animal Welfare Help – Hyderabad,animal_welfare,animal_rescue,medium,Medium,0,Hyderabad,Telangana,8,rescue|medical,,30,0,1,0,phone,animal_rescue,medium,beginner,any,animal_rescue,0,0,0,Stray animals injured in floods in Hyderabad. Need 30 volunteers for rescue and care
Mental Health Support – Coimbatore,mental_health,trauma_counseling,high,High,50,Coimbatore,Tamil Nadu,8,counseling,,0,0,1,0,email,trauma_counseling,medium,experienced,any,trauma_counseling,0,0,0,Trauma counseling needed for 50 disaster survivors in Coimbatore. Need certified counselors. Situation is ASAP.
Water & Sanitation Help – Mumbai,water_sanitation,water_distribution,high,High,10000,Mumbai,Maharashtra,48,,water_cans,200,0,0,1,phone,water_distribution,medium,beginner,any,water_distribution,0,0,0,Water shortage in Mumbai. Need 200 volunteers for water distribution to 10000 people
Elderly Care Support – Bengaluru,elderly_care,home_visits,medium,Medium,600,Bengaluru,Karnataka,72,counseling,,200,0,0,0,email,home_visits,medium,beginner,any,home_visits,0,0,1,Need 200 volunteers to visit and assist 600 elderly people living alone in Bengaluru
Food Distribution Need – Kochi,food_relief,nutrition_support,high,High,100,Kochi,Kerala,4,,nutrition_supplements|food,0,0,0,0,phone,nutrition_support,medium,beginner,any,nutrition_support,0,1,0,Urgent: 100 malnourished children in Kochi need food supplements and nutrition support
Cleanup Drive – Visakhapatnam,cleanup,community_cleanup,low,Low,0,Visakhapatnam,Andhra Pradesh,96,cleanup,,20,0,0,0,whatsapp,community_cleanup,medium,beginner,weekend,community_cleanup,0,0,0,Community cleanliness drive in Visakhapatnam this Sunday. Need 20 enthusiastic volunteers. Situation is this month.
Water & Sanitation Help – Pune,water_sanitation,sanitation,high,High,0,Pune,Maharashtra,72,cleanup,,100,0,1,0,email,sanitation,medium,beginner,any,sanitation,0,0,0,Sanitation drive needed at flood relief camp in Pune. 100 volunteers required immediately
Childcare Support – Kolkata,childcare,childcare_support,medium,Medium,200,Kolkata,West Bengal,48,teaching|counseling,,20,0,0,0,email,childcare_support,medium,beginner,any,childcare_support,0,1,0,Childcare support needed at relief camp in Kolkata for 200 children while parents work
Mental Health Support – Patna,mental_health,trauma_counseling,high,High,30,Patna,Bihar,8,counseling,,0,0,1,0,email,trauma_counseling,medium,experienced,any,trauma_counseling,0,0,0,Trauma counseling needed for 30 disaster survivors in Patna. Need certified counselors
Food Distribution Need – Jaipur,food_relief,ration_distribution,high,High,80,Jaipur,Rajasthan,6,,ration_packets,2,0,0,0,whatsapp,ration_distribution,medium,beginner,any,ration_distribution,20,0,0,Ration distribution for 20 poor families in Jaipur. Need volunteers in 6 hours. Situation is within 12 hours.
Elderly Care Support – Bhopal,elderly_care,home_visits,medium,Medium,150,Bhopal,Madhya Pradesh,72,counseling,,50,0,0,0,phone,home_visits,medium,beginner,any,home_visits,0,0,1,Need 50 volunteers to visit and assist 150 elderly people living alone in Bhopal. Situation is tomorrow.
Education Volunteer Request – Delhi,education,supplies_distribution,low,Low,50,Delhi,Delhi,72,,school_supplies|books,2,0,0,0,whatsapp,supplies_distribution,medium,beginner,any,supplies_distribution,0,1,0,Distributing school supplies to 50 children in Delhi. Need 2 volunteers
Childcare Support – Bengaluru,childcare,childcare_support,medium,Medium,10,Bengaluru,Karnataka,48,teaching|counseling,,2,0,0,0,phone,childcare_support,medium,beginner,any,childcare_support,0,1,0,Childcare support needed at relief camp in Bengaluru for 10 children while parents work
Disaster Relief Support – Surat,disaster_relief,cyclone_relief,critical,Critical,300,Surat,Gujarat,24,,food|shelter|blankets,0,0,1,1,phone,cyclone_relief,medium,beginner,any,cyclone_relief,75,0,0,Cyclone affected 75 families in Surat need immediate shelter and food. Urgent help needed in 24 hours
Shelter Support – Kolkata,shelter,winter_relief,medium,Medium,200,Kolkata,West Bengal,48,,blankets|warm_clothing,0,0,0,0,phone,winter_relief,medium,beginner,any,winter_relief,0,0,0,Winter clothing and blankets needed for 200 homeless people in Kolkata
Mental Health Support – Patna,mental_health,trauma_counseling,high,High,150,Patna,Bihar,4,counseling,,0,0,1,0,phone,trauma_counseling,medium,experienced,any,trauma_counseling,0,0,0,Trauma counseling needed for 150 disaster survivors in Patna. Need certified counselors. Situation is today.
Logistics Volunteer Need – Pune,logistics,patient_transport,high,High,0,Pune,Maharashtra,12,driving,,50,1,0,1,whatsapp,patient_transport,medium,beginner,any,patient_transport,0,0,1,Need 50 car/van volunteers to transport elderly people to hospital in Pune. Situation is within 12 hours.
Cleanup Drive – Guwahati,cleanup,community_cleanup,low,Low,0,Guwahati,Assam,96,cleanup,,100,0,0,0,phone,community_cleanup,medium,beginner,weekend,community_cleanup,0,0,0,Community cleanliness drive in Guwahati this Sunday. Need 100 enthusiastic volunteers
